"region_city","city_name","habitantes","cnae_secao","cnae_divisao","cnae_grupo","cnae_classe","cnae_subclasse","pct_cnae_secao","pct_cnae_divisao","pct_cnae_grupo","pct_cnae_classe","pct_cnae_subclasse"
"5321",SENHORA DO PORTO,3523,18,37,60,83,99,0.85714285714285714286,0.42528735632183908046,0.21052631578947368421,0.12332838038632986627,0.07449209932279909707
"4261",CARANAIBA,3183,17,37,61,84,99,0.80952380952380952381,0.42528735632183908046,0.21403508771929824561,0.12481426448736998514,0.07449209932279909707
"570",BERIZAL,4735,17,41,66,84,99,0.80952380952380952381,0.47126436781609195402,0.23157894736842105263,0.12481426448736998514,0.07449209932279909707
"2643",ESTRELA DE ALAGOAS,18205,15,35,56,84,99,0.71428571428571428571,0.40229885057471264368,0.19649122807017543860,0.12481426448736998514,0.07449209932279909707
"1145",PAES LANDIM,4129,16,36,59,83,99,0.76190476190476190476,0.41379310344827586207,0.20701754385964912281,0.12332838038632986627,0.07449209932279909707
"906",CAPAO ALTO,2525,16,37,67,85,99,0.76190476190476190476,0.42528735632183908046,0.23508771929824561404,0.12630014858841010401,0.07449209932279909707
"4297",CASA GRANDE,2257,16,36,61,84,99,0.76190476190476190476,0.41379310344827586207,0.21403508771929824561,0.12481426448736998514,0.07449209932279909707
"1137",NOVO ORIENTE DO PIAUI,6565,17,35,59,83,99,0.80952380952380952381,0.40229885057471264368,0.20701754385964912281,0.12332838038632986627,0.07449209932279909707
"1299",CABECEIRAS DO PIAUI,10586,17,35,60,81,99,0.80952380952380952381,0.40229885057471264368,0.21052631578947368421,0.12035661218424962853,0.07449209932279909707
"65",GUARAITA,1996,17,37,60,83,99,0.80952380952380952381,0.42528735632183908046,0.21052631578947368421,0.12332838038632986627,0.07449209932279909707
"843",NINA RODRIGUES,14454,17,36,59,85,98,0.80952380952380952381,0.41379310344827586207,0.20701754385964912281,0.12630014858841010401,0.07373965387509405568
"1817",RODOLFO FERNANDES,4467,16,39,61,80,98,0.76190476190476190476,0.44827586206896551724,0.21403508771929824561,0.11887072808320950966,0.07373965387509405568
"2753",FELIZ DESERTO,4754,16,33,58,81,98,0.76190476190476190476,0.37931034482758620690,0.20350877192982456140,0.12035661218424962853,0.07373965387509405568
"662",NOVA BELEM,3190,18,34,59,78,98,0.85714285714285714286,0.39080459770114942529,0.20701754385964912281,0.11589895988112927192,0.07373965387509405568
"1935",BARRA DE SAO MIGUEL,6036,16,34,54,79,98,0.76190476190476190476,0.39080459770114942529,0.18947368421052631579,0.11738484398216939079,0.07373965387509405568
